10,usb flashdisk kingston karakter shio kuda 16gb ,original produk kingston bentuk kuda terbang kapasitas 16gb bahan karet cocok untuk koleksi ,Rp 80000
11,flashdisk kingston key holder 16 gb real capacity high speed drive ,flashdisk kingston key holder 16 gb real capacity high speed drive garansi uang balik kapasitas real ,Rp 88000
12,flashdisk kingston 16gb flash disk kingston 16 gb ,gt terang barang packing press usb 2 0 garansi 2 minggu kualitas bagus original untuk simpan data note warna sesuai stock yaa ongkir reture tanggung beli sepenuh garansi 2 minggu lengkap serta duss beli setuju ,Rp 25000
13,flashdisk sony 16gb flash disk kingston toshiba samsung 16 gb ,flashdisk sony kw 16gb warna random gantung stong barang segel no komplen no return no garansi ,Rp 35000
14,flashdisk sony 16gb flash disk kingston toshiba samsung 16 gb ,flashdisk sony 16gb kw warna random segel ,Rp 37500
15,flashdisk kingston 16gb ,amp gt amp gt terang barang packing press usb 2 0 garansi 2 minggu kualitas bagus original untuk simpan data note warna sesuai stock yaa ongkir reture tanggung beli sepenuh garansi 1 minggu lengkap serta duss beli setuju ,Rp 31000
16,flasdisk kingston 16gb ,gt gt terang barang packing press usb 2 0 garansi 2 minggu kualitas bagus original untuk simpan data note warna sesuai stock yaa ongkir reture tanggung beli sepenuh garansi 1 minggu lengkap serta duss beli setuju ,Rp 31000
17,flashdisk kingston 16gb ,gt gt terang barang packing press usb 2 0 garansi 2 minggu kualitas bagus original untuk simpan data note warna sesuai stock yaa ongkir reture tanggung beli sepenuh garansi 1 minggu lengkap serta duss beli setuju ,Rp 31000
18,flashdisk kingston 16gb ,gt gt terang barang packing press usb 2 0 garansi 2 minggu kualitas bagus original untuk simpan data note warna sesuai stock yaa ongkir reture tanggung beli sepenuh garansi 1 minggu lengkap serta duss beli setuju ,Rp 29000
19,flashdisk kingston 16 gb ,gt gt terang barang packing press usb 2 0 garansi 2 minggu kualitas bagus original untuk simpan data note warna sesuai stock yaa ongkir reture tanggung beli sepenuh garansi 1 minggu lengkap serta duss beli setuju ,Rp 31000
20,flashdisk kingston 16gb flasdisk kingston 16 gb ,flashdisk barang kw original garansi 1minggu ane ganti baru silah order sodare sodare seindonesia raya cara main fd kw reture onkos kirim tanggung beli brg lokasi rusak baca file coruppt dll sebut claim garansi langsung ganti baru beli setuju bijak atas cari kualitas super bagus garansi aman silah beli original fd kw reture claim garansi full dus ,Rp 31500
21,flashdisk kingston 16gb flash disk memory usb external oc ,ready flashdisk kingston 16gb flashdisk real kapasitas sebut oc kw larang komplain bagai alas produk kirim quality control beli arti erti kualitas produk ima kasih ,Rp 22000
22,flashdisk kingston 16 gb ,fd kingston 16 gb ,Rp 26000
23,flashdisk kingston horse special edition 16gb ,garansi resmi kingston 5 tahun flashdisk kingston special edition kuda lucu cocok utk cinderamata hadiah kado koleksi ,Rp 57500
24,flashdisk kingston 16gb dt101 model putar ,flashdisk kingston 16gb dt101 model putar spesifikasi kualitas kw ori real warna random sesua stock garansi untuk flashdisk baca baca buyer beli beli setuju poin poin bawah sanan buyer dicek foto kirim sanan kirim batal kembali alas apa untuk klaim garansi retur komplain ongkos 100 tanggung buyer untuk ongkos kirim balik sisip kirim barang yg retur ,Rp 22500
25,flashdisk kingston 16 gb ,amp gt amp gt terang barang packing press usb 2 0 garansi 2 minggu kualitas bagus original untuk simpan data note warna sesuai stock yaa ongkir reture tanggung beli sepenuh garansi 1 minggu lengkap serta duss beli setuju ,Rp 31500
26,kingston datatravel 101 16gb flash disk ,kingston datatravel 101 16gb flash disk ,Rp 49000
27,kingston datatraveler se9 dtse9h 16g special edition 16gb flashdisk ,kingstons datatraveler se9 usb flash drive has a stylish metal casing with a large ring so it will attach easily the small form factor makes it a great accessory for notebooks like intels new ultrabook as well as tablets that offer usb ports its durable casing lets users securely carry this drive everywhere they go with their new devices datatraveler se9 is covered by a five year warranty and legendary kingston reliability features features of kingston datatraveler se9 convenient small capless and pocket sized for ease of transport durable metal casing with sturdy ring guaranteed five year warranty free technical support customisable co logo programme available input device type usb 2 0 storage 16gb software support30,flashdisk kingston 16gb ,gt gt terang barang packing press usb 2 0 garansi 2 minggu kualitas bagus original untuk simpan data note warna sesuai stock yaa ongkir reture tanggung beli sepenuh garansi 1 minggu lengkap serta duss beli setuju ,Rp 30000
31,flashdisk usb kingston kuda 16gb usb 2 0 ,product ready stok silah order langsung line leni_hjy antony3883 online senin sabtu 10 00 16 30 deskripsi produk update secepat kunjung website produk sangkut harga sesua tinggal pesan untuk ,Rp 64000
32,sale sony flashdisk 16 gb flash disk 16gb toshiba samsung kingston ,sony flashdisk flash disk 16gb flashdisk grade ori 99 kw silah langsung cek barang terima cara cek 1 colo komputer laptop 2 deteksi klik kanan flasdisk misal drive f 3 klik properties sana lihat kapasitas flaskdisk flaskdisk deteksi mungkin 1 instal driver driver kompi agan corupt 2 coba komputer laptop deteksi flaskdisk mbalik untuk tukar baru 3 kapasitas sesua tulis misal 16 gb baca extrim 1 gb flaskdisk mbalik untuk tukar baru kirim barang customer kondisi packing press bukti barang baru indikasi curiga barang seken semoga puas produk tentu tukar unit biaya ongkir tanggung buyer alamat retur hubung cs no hp ato kirim lwt pesan retur bijak toko laku tukar unit terima langsung cek misal seminggu paka isti ori99 kws kw bahasa pasar identi barang garansi ilik merek iklan tayang brarti stok ,Rp 53300
33,flashdisk kingston 16gb ,amp gt amp gt terang barang packing press usb 2 0 garansi 2 minggu kualitas bagus original untuk simpan data note warna sesuai stock yaa ongkir reture tanggung beli sepenuh garansi 1 minggu lengkap serta duss beli setuju ,Rp 35000
34,flashdisk kingston original 16gb dtse9 taiw ultra slim waterproof tahan air ,kingston dtse9 datatraveler 16gb usb flash drive waterproof ukur ultra slim awan model yg kelas lupa aruh flashdisk saku celana ikut cuci gak masa flashdisk smua data aman simpan tahan air flashdisk gak rusak tahan air usb 2 0 compatible with usb 1 1 and 1 0 high speed transfer formance great to store your image music and other data plug and play easy to store and carry for transferring large files good gifts for your friends or yourself interface usb 2 0 storage capability 16gb capacity not expandable color mainly silver gross weight 16g 0 56oz size 39 x 12 x 5mm 1 5 x 0 5 x 0 2 inch product description kingstons datatraveler se9 usb flash drive has a stylish metal casing with a large ring so it will attach easily the small form factor makes it a great accessory for notebooks like intels new ultrabook as well as tablets that offer usb ports its durable casing lets users securely carry this drive everywhere they go with their new device package contents 1 x 16gb usb flash drive garansi 6 bulan ,Rp 75000
35,promo kingston datatraveler microduo usb 3 0 micro usb otg 16gb dtduo3 16gb flashdisk disk flashdrive micro mikro duo tempat simpan simpan back up data traveler komputer 16 gb black hitam original garansi ,sku kifd21bk kingstons datatraveler microduo flash drives provide additional storage in a small convenient form factor for tablets and smartphones that support the usb otg on the go functionality the usb otg standard allows mobile devices to directly connect to supported usb devices datatraveler microduo flash drives allow microusb ports often used for charging devices to be used as expansion ports for up to 64gb of additional storage ideal for storing large files while traveling dtduo gives plug and play functionality to tablets and smartphones without microsd ports at a lower price gb than the extra built in storage on a mobile device with smartphones and tablets recording hd video and taking higher resolution photos space on these devices gets used up faster than ever dtduo flash drives let users move files photos videos and more without plugging into a pc1 to offload or backup content sharing large files between mobile devices is easier than using online cloud services and theres no need for a cable to transfer data between the device and a pc available in usb 2 0 or usb 3 0 dt microduo flash drives are small lightweight and easy to take anywhere plus their sleek design complements any mobile device the rotating cap protects the microusb connector from damage datatraveler microduo flash drives are backed by a five year warranty free technical support and legendary kingston reliability features features of kingston datatraveler microduo usb otg on the go a standard which enables host functionality in certain phones tablets with microusb ports enabling connectivity to usb devices like kingstons dt microduo 2 in 1 microusb and usb connectors for easy transfer of files between smartphones tablets and computers plug and play simply connect as you would a standard usb flash drive convenient ultra small pocket sized design for easy transpo ,Rp 128000
36,kingston datatraveler microduo 3c usb type c amp usb 3 1 16gb ,garansi 5 tahun specifications of kingston datatraveler microduo 3c usb type c amp usb 3 1 16gb input device type usb 3 0 storage 16gb read speed 100mb s write speed 10mb s software support windows 8 1 windows 8 windows vista windows rt mac os x v 10 6 x linux v 2 6 mension 29 94mm x 16 60mm x 8 44mm others operating temperature 0c to 60c storage temperature 20c to 85 ,Rp 154900
37,kingston usb flashdisk 16gb edisi imlek flying horse ,kingston flashdisk 16gb edisi shio kuda original dia simpan usb 16 gb simpan lindung transfer file mana pergi bagi luarga teman teman cepat tinggi kingston dtcny14 flying horse limited edition usb drive ilik cepata data 2 0 koneksi cepat 480mbps perlu unggu berjam jam untuk simpan bagi bagai file video hd album foto library musik dokumen penting fitur plug n play fitur plug n play cukup hubung usb laptop pc port usb 2 0 perlu instalasi ,Rp 60000
38,fd kingston kingstone 16gb flashdisk flashdrive flash disk flash drive ,kingston 16gb flashdisk grade kw ori 99 untuk trangan lanjut sila kirim pesan cara cek 1 colok flashdiak komputer laptop 2 deteksi klik kanan mouse 3 klik properties sana lihat kapasitas flaskdisk flaskdisk deteksi mungkin 1 instal driver driver kompi corupt 2 coba komputer laptop deteksi flaskdisk mbalik untuk tukar baru 3 kapasitas sesua tulis misal 64 gb baca extrim 1 gb flaskdisk mbalik untuk tukar baru standar retur barang kembali kondisi utuh masuk dusbox ongkir bolak balik retur barang tanggung beli setuju tentu sila klik beli ima kasih ,Rp 45900
39,promo kingston datatraveler dt101g2 16g 16gb flashdisk disk flashdrive tempat simpan simpan back up data traveler komputer 16 gb original garansi ,warna hitam sku kifd05xx kingstons datatraveler 101 generation 2 g2 is a convenient storage companion that lets you take all of your data to your home office school and anywhere you travel sleek practical and attractively designed the affordable datatraveler 101 g2 serves the needs of the budget conscious user as well as those looking for significant storage capacity in a lightweight compact drive it features a capless swivel design for added functionality and ease of use and is available in multiple colors by capacity ideal for anyone on the go datatraveler 101 g2 is also a great promotional item for businesses your company logo can appear on it to increase your brand recognition datatraveler 101 g2 is backed by legendary kingston reliability plus a five year warranty features features of kingston datatraveler 101 g2 handy compact size swivel design guaranteed five year warranty free technical support customizable co logo program available fashionable available in multiple colors 8gb red 16gb black 32gb purple 64gb green 128gb white ,Rp 76000
40,kingston 16gb usb 3 0 otg usb 3 1 type c dtduo3c 16gb ,ready stock kingston 16gb usb 3 0 otg usb 3 1 type c dtduo3c 16gb kingston datatraveler jenis c usb drive sedia simpan faktor bentuk nyaman untuk angkat usb type c port flash drive kompatibel usb 2 0 3 0 jenis a port temu pc tablet angkat monggo order ,Rp 147000
41,flashdisk kingston otg dual usb drive 16 gb ,kingston dual usb 16gb otg flashdisk kingston otg dual usb drive capacity 16gb dual usb port usb amp micro usb garansi 5 tahun garansi claim langsung sandisk garansi claim serta bungkus lengkap ongkos kirim pasti rusak salah pribad pecah port usb bengkok patah dll untuk beli harga grosir minimal 5 pcs silah langsung hubung ,Rp 90000
42,kingston datatraveler100 generation 3 16gb usb 3 0 original usb flash disk drive ufd kapasitas besar untuk simpan portabel film data video ,kingston datatraveler100 generation 3 16gb usb 3 0 original usb flash disk drive ufd kapasitas besar untuk simpan portabel film data video warna sedia hitam desain simple kompak ringkas tetap eleg stylish usb fd ilik desain simple kompak ringkas mudah bawa mana selip tas komputer ilik desain cukup gaya desain akan tempat pasang port usb laptop pc desain capless tutup kuatir hilang tutup sedia lubang untuk tali strap bagi belakang body usb fd transfer file besar cepat tetap support usb 2 0 cepat ulis file sanggup capa 10mb s cepat baca file maks 40mb s guna untuk efisiensi waktu laku transfer file ukur besar support usb 3 0 ungkin cepat transfer cepat usb 2 0 tetap support usb 2 0 kapasitas simpan besar untuk aksimal simpan dokumen musik video film data pribad plug play drag drop simpel guna perlu install software kompatibilitas tinggi paka bagai os windows 8 windows 7 windows vista windows xp mac os x v 10 6 x linux v 2 6 x rekomendasi suhu operasional 0 60 derajad c suhu simpan minus 20 85 derajad c model card blister box masan persis sesua foto beda sesua update stok pabri garansi 5 tahun ongkir klaim garansi pp tanggung beli box masan beli segel garansi utuh sesua syarat tentu klaim garansi cantum catat lapak sanan siap proses kirim sesua pandu belanja catat lapak untuk aman nyaman puas belanja ,Rp 109900
43,flashdisk kingston 16gb lucu ,kingston 16gb imlek edition cocok untuk koleksi hadiah souvenir garansi resmi 5 tahun ,Rp 65000
44,flashdisk kingston 16gb datatraveler 100 g3 dt100g3 usb 3 0 original ,flashdisk kingston 16gb datatraveler 100 g3 dt100g3 usb 3 0 original garansi resmi model slot warna hitam ,Rp 84800
45,kingston datatraveler microduo usb 2 0 micro usb otg 16gb dtduo 16gb flashdisk ,kingstons datatraveler microduo provides additional storage in a small convenient form factor for tablets and smartphones that support the usb otg on the go functionality the usb otg standard allows mobile devices to directly connect to supported usb devices datatraveler microduo allows microusb ports often used for charging devices to be used as expansion ports for up to 32gb of additional memory ideal for storing large files while traveling dtduo gives plug and play functionality to tablets and smartphones without microsd ports at a lower price gb than the extra built in storage on a mobile device with smartphones and tablets recording hd video and taking higher resolution photos space on these devices gets used up faster than ever dtduo lets users move files photos videos and more without plugging into a pc1 to offload or backup content sharing large files between mobile devices is easier than using online cloud services and theres no need for a cable to transfer data between the device and a pc dt microduo is small lightweight and easy to take anywhere plus its sleek design complements any mobile device its rotating cap protects the microusb connector from damage datatraveler microduo is backed by a five year warranty free technical support and legendary kingston reliability features features of kingston data traveler micro usb otg on the go a standard which enables host functionality in certain phones tablets with microusb ports enabling connectivity to usb devices like kingstons dt microduo 2 in 1 extremely small form factor drive can be left in the usb port while youre on the go plug and play simply connect as you would a standard usb flash drive convenient ultra small pocket sized design for easy transportability input device type usb 2 0 storage 16gb software support windows 8 1 windows 8 windows vista windows rt mac os x v 10 6 x linux v 2 6 mension 27 63 x 16 46 x 8 56 mm others operating temperature 0c to 60c storage temperature 20c to 85c ,Rp 101500
46,flashdisk kingston 16gb ,flasdisk kingston 16gb ,Rp 30000
47,kingston flashdisk horse dtcny14 16gb limited edition ,with a capacity of 16gb the usb drive is made by sturdy rubber materials and supports many operating systems such as windows 8 windows 7 windows vista sp1 sp2 windows xp sp1 sp2 sp3 windows 2000 sp4 mac os v 10 3 x and linux v 2 6 x furthermore it comes with a 5 year warranty and free technical assistance for more information please visit kingston flying horse limited edition features amp specifications mensions 43 7 x 32 x 41 4mm compliant usb 2 0 capacity 16gb os compatibility windows 8 windows 7 windows vista sp1 sp2 windows xp sp1 sp2 sp3 windows 2000 sp4 mac os v 10 3 x linux v 2 6 x part number dtcny14 16gb warranty support 5 year warranty with free technical support garansi 5 tahun kingston indonesia ,Rp 59500
48,flashdisk flash disk kingston 16gb 16 gb kualitas ori ,gt gt terang barang packing press usb 2 0 garansi 2 minggu kualitas bagus original untuk simpan data note warna sesuai stock yaa ongkir reture tanggung beli sepenuh garansi 1 minggu lengkap serta duss beli setuju ,Rp 26000
49,flashdisk kingston 16 gb ,micro vault usb flash drive enables easy sharing and storage of your data operating system windows 7 windows vista windows xp mac os x 10 1 10 7 usb 2 0 capacity 16gb kualitas barang bagus buka ori ,Rp 30000
50,kingston usb otg flashdisk 16gb dtduo 16gb resmi ,expanded storage for tablets and smartphones features usb otg on the go a standard which enables host functionality in certain phones tablets with microusb ports enabling connectivity to usb devices like kingstons dt microduo 2 in 1 extremely small form factor drive can be left in the usb port while youre on the go plug and play simply connect as you would a standard usb flash drive convenient ultra small pocket sized design for easy transportability spesifikasi input device type usb 2 0 storage 16gb software support windows 8 1 windows 8 windows vista windows rt mac os x v 10 6 x linux v 2 6 mension 27 63 x 16 46 x 8 56 mm others operating temperature 0c to 60c storage temperature 20c to 85c garansi 5 tahun kingston hati hati beli usb idtech jual usb kingston resmi ,Rp 102500
51,new flashdisk toshiba 16gb flashdisk kingston 32gb flashdisk sony 64gb ,flashdisk toshiba 16gb gt gt packing press gt gt 99 ory kw gt gt simpan data ,Rp 36000
52,flasdisk kingston 16 gb ,penting order harga sesua kualitasny garansi retur retur ongkir tanggung beli seutuhny bolak balik beli setuju layan beli 1pc minimal beli rp100 000 tanya kapasitas realny real beli original harga kualitas layan parta besar add pin bb d 6 95 019 a catatan anda kasih feedback negatif garansi hangus tolong rjasamany beli setuju ,Rp 20000
53,fd kingston 16gb 16 gb flashdisk hologram flashdrive flash disk drive kingstone ,flashdisk kingston 16gb grade ori 99 hologram kirim barang cek return ongkir pp tanggung beli packaging lengkap ima kasih ,Rp 38900
54,flashdisk kingston 16gb original ,flashdisk kingston 16gb original ,Rp 70000
55,promo kingston datatraveler generation 4 dtig4 16gb blue biru tempat simpan data flash drive disk flashdrive flashdisk traveler 16 gb garansi original ,tambah packing bubblewrap barang agan sista biar packing aman safety cari kata kunci bubble wrap etalase ya kingstons datatraveler generation 4 dtig4 usb flash drive features usb 3 0 for quick and easy transfers of music video and more its practical design and fashionable colors make it ideal for everyday use at work home school or wherever you need to take your data its backwards compatible with existing usb 2 0 ports allowing 2 0 users to migrate to 3 0 in the future without replacing their drive dtig4 is backed by a ve year warranty free technical support and legendary kingston reliability features features of kingston datatraveler generation 4 compliant with usb 3 0 speci cations dual compatibility usb 3 0 connectivity ,Rp 93000
56,fd kingston 16 gb shio kambing ,model dtcny15 goat sheep limited edition usb drive 16gb warna putih merah ,Rp 80000
57,flash disk kingston 16 gb kw super ,barang obral china retur garansi komplain eror pabri tempat beli tetap g60,kingston datatraveler generation 4 dtig4 16gb flash drive flashdisk ,kingstons datatraveler generation 4 dtig4 usb flash drive features usb 3 0 for quick and easy transfers of music video and more its practical design and fashionable colors make it ideal for everyday use at work home school or wherever you need to take your data its backwards compatible with existing usb 2 0 ports allowing 2 0 users to migrate to 3 0 in the future without replacing their drive dtig4 is backed by a ve year warranty free technical support and legendary kingston reliability features features of kingston datatraveler generation 4 compliant with usb 3 0 speci cations dual compatibility usb 3 0 connectivity backwards compatible with usb 2 0 practical cap protects the usb plug fashionable available in multiple colors by capacity 8gb yellow 16gb blue 32gb red 64gb violet 128gb green ,Rp 89400
61,otg flashdisk kingston 16gb microduo flash drive ,kingston datatraveler microduo sedia simpan tambah faktor bentuk nyaman untuk tablet smartphone dukung otg usb on the go fungsionalitas standar usb otg ungkin angkat mobile untuk langsung hubung angkat usb dukung datatraveler microduo ungkin port microusb guna untuk isi angkat guna port ekspansi 32gb ori tambah ideal untuk simpan file besar pergi dtduo beri plug and play fungsi untuk tablet smartphone port microsd harga rendah gb banding ekstra built in simpan angkat mobile smartphone tablet rekam video hd ambil foto resolusi tinggi ruang angkat habis cepat dtduo ungkin guna indah file foto video asuk pc1 untuk offload konten cadang bagi file angkat mobile mudah guna layan cloud secara online perlu untuk kabel untuk transfer data angkat pc dt microduo ringan mudah untuk bawa mana tambah desain manis lengkap angkat mobile topi putar lindung konektor microusb rusak garansi resmi kingston ,Rp 96600
62,flashdisk kingston 16gb ,flashdisk kingston 16gb ,Rp 28000
63,kingston datatraveler ge9 special edition 16gb flash drive flashdisk ,kingstons datatraveler ge9 is a capless ultra thin flash drive with a 24 carat gold plated casing it adds style to portable storage in a form factor that lets you easily use several drives side by side in usb ports this stylish drive was designed by industrial designer arman emam who won the red dot industrial design contest and is a multiple winner of this award its trend setting design makes a strong impression datatraveler ge9 is backed by a five year warranty free technical support and the legendary reliability that makes kingston the most trusted name in memory with 25 years as the worlds independent memory leader features features of kingston datatraveler ge9 stylish ultra thin gold metal finish award winning design makes the right impression with its superior design red dot design award customisable co logo programme available to add a company logo for promotional purposes guaranteed ace of mind with 5 year warranty and free technical support ,Rp 81300
64,fd kingston 16 gb original ,fd kingston 16 gb original garansi resmi 1 tahun ,Rp 75000
65,kingston datatraveler microduo 3c 16gb dual interface usb type a amp c ,features dual interface accommodates usb type a and usb type c ports additional storage for newer devices with limited expansion ports fast data transfer speeds up to 100mb s read and 15mb s write usb 3 1 16gb 100mb s read 10mb s write 32gb 64gb 100mb s read 15mb s write warranty support 5 year warranty with free technical support compatible with windows 10 windows 8 1 windows 8 windows 7 sp1 windows vista sp2 mac os x v 10 8 x linux v 2 6 x chrome os kerja standar usb type a 3 1 3 0 2 0 port usb type c usb type c standar konektor datang ilik fungsi serba guna buat angkat jadi rama masa datang ,Rp 150000
66,kingston microsdhc 16gb uhs 1 class 10 90mbps original garansi resmi ,baru kingston microsdhc 16gb 90mbps uhs 1 class 10 garansi resmi ne garansi resmi lifetime ne nusantara eradata fitur manfaat amp gt formance uhs i cepat 90mb s baca 45mb s ulis untuk transfer file cepat ambil gambar terus erus rekam video amp gt tahan tahan air tahan guncang x ray suhu untuk laku lingkung keras amp gt serbaguna kelas 10 kinerja guna uhs i non angkat amp gt fleksibel kombinasi adaptor sd guna ukur penuh sdhc sdxc card amp gt kompatibel microsdhc amp amp microsdxc angkat hos amp gt format file fat32 microsdhc 16gb 32gb amp gt jamin garansi seumur hidup gratis dukung teknis spesifikasi amp gt kapasitas 8gb 16gb 32gb amp gt kinerja 90mb s baca 45mb s ulis uhs i cepat kelas 1 u1 amp gt mensi kartu microsdhc 11mm x 15mm x 1mm amp gt mensi sd adapter 24mm x 32mm x 2 1mm amp gt suhu operasi 25 c 85 c amp gt suhu simpan 40 c 85 c amp gt 3 3v voltage syarat klaim garansi stiker hologram belakang microsd bungkus belakang buka untuk asu stiker segel garansi kondisi barang ada baik cacat barang langsung tukar baru stok sedia ,Rp 100000
67,kingston flashdisk 16gb limited edition flying horse ,kingston flashdisk 16gb limited edition flying horse warna merah storage size 16gb type portable drives model jvp k16gbdtcny ukur l x w x h cm 12 x 3 x 9 garansi lifetime ,Rp 100000
68,kingston datatraveler microduo usb 3 0 micro usb otg 16gb dtduo3 16gb black flash disk ,kingstons datatraveler microduo flash drives provide additional storage in a small convenient form factor for tablets and smartphones that support the usb otg on the go functionality the usb otg standard allows mobile devices to directly connect to supported usb devices datatraveler microduo flash drives allow microusb ports often used for charging devices to be used as expansion ports for up to 64gb of additional storage ideal for storing large files while traveling dtduo gives plug and play functionality to tablets and smartphones without microsd ports at a lower price gb than the extra built in storage on a mobile device with smartphones and tablets recording hd video and taking higher resolution photos space on these devices gets used up faster than ever dtduo flash drives let users move files photos videos and more without plugging into a pc1 to offload or backup content sharing large files between mobile devices is easier than using online cloud services and theres no need for a cable to transfer data between the device and a pc available in usb 2 0 or usb 3 0 dt microduo flash drives are small lightweight and easy to take anywhere plus their sleek design complements any mobile device the rotating cap protects the microusb connector from damage datatraveler microduo flash drives are backed by a five year warranty free technical support and legendary kingston reliability features features of kingston datatraveler microduo usb otg on the go a standard which enables host functionality in certain phones tablets with microusb ports enabling connectivity to usb devices like kingstons dt microduo 2 in 1 microusb and usb connectors for easy transfer of files between smartphones tablets and computers plug and play simply connect as you would a standard usb flash drive convenient ultra small pocket sized design for easy transportability speed available in either usb 2 0 or usb 3 0 to complement your existing devices ,Rp 106500
69,kingston datatraveler generation 4 16gb usb 3 0 original usb flash disk drive usb fd ufd ukur mini kapasitas maksi untuk simpan portabel data dokumen lagu film video ,kingston datatraveler generation 4 16gb usb 3 0 original usb flash disk drive usb fd ufd ukur mini kapasitas maksi untuk simpan portabel data dokumen lagu film video warna sedia putih garis biru sesua foto untuk kapasitas simpan 16gb ukur mini portabel model stylish usb 3 0 cepat baca maks 30mb s cepat tulis maks 9mb s cocok untuk simpan file file ukur besar misal film hd foto dll dapat lubang untuk tali strap dapat bagi body belakang untuk aruh tutup usb fd untuk urang resiko tutup hilang kompatibel usb 2 0 mudah guna cukup plug play kompatibel windows 8 1 windows 8 windows 7 sp1 windows vista sp1 sp2 windows xp sp3 mac os x v 10 6 x linux v 2 6 x rekomendasi suhu operasional 0 60 derajat c suhu simpan 20 85 derajat c model card blister box masan persis sesua foto beda sesua update stok pabri garansi 5 tahun ongkir klaim garansi pp tanggung beli box masan beli segel garansi utuh sesua syarat tentu klaim garansi cantum catat lapak sanan siap proses kirim sesua pandu belanja catat lapak untuk aman nyaman puas belanja ,Rp 109900
70,flashdisk kingston 16gb ,gt gt terang barang packing press usb 2 0 garansi 2 minggu kualitas bagus original untuk simpan data note warna sesuai stock yaa ongkir reture tanggung beli sepenuh garansi 1 minggu lengkap serta duss beli setuju ,Rp 31000
